"TOA5","oetztal_station","CR300","17078","CR300-CELL200.Std.09.02","CPU:alps.CR300","19939","Measurements"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","AirTC_Avg","RHAvg","DT_Avg","Q_Avg","TCDT_Avg","SlrW_Avg","SlrkJ_Tot","Rain_mm_Tot","TdC_Avg","VPWkPa_Avg","SVPWkPa_Avg"
"TS","RN","m/s","Deg","Deg","Deg C","%","m","","m","W/m^2","kJ/m^2","mm","Deg C","kPa","kPa"
"","","WVc","WVc","WVc","Avg","Smp","Avg","Avg","Avg","Avg","Tot","Tot","Avg","Avg","Avg"
"2019-08-30 11:30:00",0,2.385,16.82931,14.8961,17.78733,57.24392,2.182833,186.6667,2.252785,918.5947,330.6941,0,9.233879,1.165131,2.03538
"2019-08-30 11:40:00",1,1.772,14.83983,27.13661,18.1051,58.26738,2.1822,189.9,2.253361,898.9547,539.3729,0,9.78799,1.209917,2.076492
"2019-08-30 11:50:00",2,0.739,45.60584,54.59921,18.6584,58.43851,2.1828,196.5,2.256119,926.2814,555.7689,0,10.35279,1.256552,2.150213
"2019-08-30 12:00:00",3,2.064,187.1302,13.87435,18.518,50.27309,2.1822,195.8,2.254956,795.3252,477.1952,0,7.995158,1.071588,2.131535
"2019-08-30 12:10:00",4,1.846,173.492,16.63589,18.1098,51.89605,2.1804,198.3,2.25152,949.2983,569.579,0,8.083649,1.077944,2.077122
"2019-08-30 12:20:00",5,3.371,15.12158,41.26736,18.3966,55.92184,2.1302,204.6,2.200782,768.934,461.3604,0,9.449705,1.182717,2.114946
"2019-08-30 12:30:00",6,2.992,8.176209,22.2848,17.5546,57.8492,2.1503,192.7,2.218293,310.1528,186.0917,0,9.170222,1.160318,2.005763
"2019-08-30 12:40:00",7,2.281,1.322703,27.10661,17.1366,59.0952,2.1986,181.9,2.266518,277.8323,166.6994,0,9.09841,1.154365,1.953398
"2019-08-30 12:50:00",8,1.639,4.642538,29.59429,17.3836,58.45941,2.1958,179.7,2.264593,661.6695,397.0017,0,9.165495,1.159993,1.984271
"2019-08-30 13:00:00",9,1.918,11.81453,40.5694,18.278,55.81225,2.1958,180.4,2.268078,592.6422,355.5853,0,9.315765,1.171698,2.099356
"2019-08-30 13:10:00",10,1.497,44.47031,70.21992,18.1593,56.61334,2.1962,180,2.268028,802.7067,481.6241,0,9.418427,1.179596,2.0836
"2019-08-30 13:20:00",11,1.704,14.32132,47.60308,18.7899,57.08437,2.1939,181,2.268104,806.4738,483.8843,0,10.12801,1.237374,2.167623
"2019-08-30 13:30:00",12,1.975,343.6512,41.84433,19.0351,55.35912,2.1927,179.3,2.267815,863.6206,518.1724,0,9.896989,1.218497,2.201077
"2019-08-30 13:40:00",13,1.442,28.94924,71.45614,19.1718,55.87711,2.1902,180.9,2.265759,833.5072,500.1044,0,10.1687,1.240437,2.219937
"2019-08-30 13:50:00",14,1.674,351.1765,60.62985,19.6056,54.37152,2.1906,181.9,2.267854,823.7401,494.2441,0,10.15725,1.240036,2.280671
"2019-08-30 14:00:00",15,2.309,30.94525,27.55571,19.3878,54.30082,2.1938,181.4,2.270321,617.8184,370.691,0,9.945482,1.222018,2.250459
"2019-08-30 14:10:00",16,1.703,51.17904,63.14236,18.8787,55.19302,2.1935,181.8,2.268035,533.5541,320.1325,0,9.711154,1.20302,2.179659
"2019-08-30 14:20:00",17,1.789,0.8574522,32.76056,18.4576,56.17547,2.1947,178,2.267639,137.0883,82.25298,0,9.583231,1.192718,2.123201
"2019-08-30 14:30:00",18,2.126,88.72523,46.09929,17.5667,58.60047,2.1984,180.7,2.267989,143.2988,85.97928,0,9.378652,1.176402,2.007495
"2019-08-30 14:40:00",19,1.167,110.5699,34.79109,17.189,59.60633,2.1991,181.8,2.267238,203.866,122.3196,0,9.274644,1.168207,1.959871
"2019-08-30 14:50:00",20,0.692,286.447,27.01417,17.321,60.39494,2.1975,180.7,2.266103,148.5048,89.10287,0,9.582058,1.193595,1.976316
"2019-08-30 15:00:00",21,0.9370001,258.8773,8.441133,15.9877,77.70242,2.2025,179.1,2.266038,111.8896,67.13378,0,12.12013,1.411853,1.817
"2019-08-30 15:10:00",22,0.7730001,214.5375,37.11401,15.122,81.20171,2.2039,177.6,2.264084,91.12695,54.67617,0,11.93433,1.394765,1.717655
"2019-08-30 15:20:00",23,0.58,242.0503,12.68157,14.8981,80.4954,2.2061,175.5,2.265464,115.705,69.42297,0,11.58014,1.362826,1.693048
"2019-08-30 15:30:00",24,0.8349999,183.1498,15.55235,15.1648,81.76534,2.204,178.6,2.264355,124.8652,74.91911,0,12.08226,1.408364,1.722446
"2019-08-30 15:40:00",25,0.748,232.5393,30.1195,15.3559,82.11069,2.2027,178.1,2.263769,112.0739,67.24432,0,12.33244,1.431724,1.743651
"2019-08-30 15:50:00",26,0.7789999,186.7246,31.05207,15.2823,81.40195,2.2045,175.7,2.26533,95.70662,57.42398,0,12.12969,1.4127,1.735462
"2019-08-30 16:00:00",27,0.8750001,191.1846,8.735539,15.1501,81.03164,2.2053,178.8,2.265632,94.07711,56.44627,0,11.92968,1.394343,1.720738
"2019-08-30 16:10:00",28,0.5830001,166.6777,49.51887,15.1829,80.87119,2.2043,179.4,2.264734,107.1138,64.2683,0,11.93137,1.39453,1.724384
"2019-08-30 16:20:00",29,1.552,320.0323,89.36114,15.9846,70.24624,2.201,180.4,2.264484,114.7017,68.82105,0,10.58002,1.275537,1.815808
"2019-08-30 16:30:00",30,1.714,200.0943,28.03322,16.3615,68.4554,2.2023,176.3,2.267299,123.4979,74.09878,0,10.55726,1.272947,1.859527
"2019-08-30 16:40:00",31,0.8549999,207.1028,52.42039,16.2176,70.48233,2.2024,180.2,2.266839,114.9689,68.98137,0,10.85699,1.29866,1.842533
"2019-08-30 16:50:00",32,1.005,236.4662,14.32494,16.1503,70.74183,2.204,179.8,2.268221,81.40157,48.84094,0,10.84347,1.297924,1.834733
"2019-08-30 17:00:00",33,0.9139999,239.8992,46.12536,15.8065,73.04161,2.204,177.6,2.266873,81.79822,49.07893,0,10.99049,1.310985,1.794847
"2019-08-30 17:10:00",34,0.751,287.3402,48.58591,15.7351,74.57808,2.205,177.1,2.267622,67.76286,40.65772,0,11.24145,1.332421,1.786613
"2019-08-30 17:20:00",35,0.494,248.0822,31.65068,15.2151,77.09306,2.2074,177.5,2.268046,39.03672,23.42203,0,11.24143,1.33218,1.728015
"2019-08-30 17:30:00",36,0.957,182.295,47.84447,14.4776,80.5986,2.2108,176.5,2.268631,23.81714,14.29029,0,11.1974,1.328255,1.647988
"2019-08-30 17:40:00",37,0.913,167.1421,22.13002,13.8476,82.74236,2.2119,180.9,2.267274,14.6925,8.815499,0,10.97518,1.308806,1.581784
"2019-08-30 17:50:00",38,1.365,182.1757,8.781081,13.2236,84.06873,2.2149,177.4,2.267879,11.30073,6.780436,0,10.60431,1.276885,1.518858
"2019-08-30 18:00:00",39,1.763,176.6038,7.997546,12.843,84.8102,2.2153,178.5,2.266781,5.047297,3.028378,0,10.36157,1.256374,1.481395
"2019-08-30 18:10:00",40,1.85,185.8014,6.060337,12.5036,85.95382,2.2167,178.8,2.266867,2.079976,1.247986,0,10.22908,1.245308,1.448811
"2019-08-30 18:20:00",41,2.07,177.6842,8.169098,12.2732,86.6665,2.2177,180.9,2.266975,0.7615644,0.4569387,0,10.1257,1.236732,1.427002
"2019-08-30 18:30:00",42,1.873,180.2014,8.091361,12.1465,87.37311,2.2179,181.3,2.266677,0.1165724,0.06994341,0,10.12244,1.236466,1.415157
"2019-08-30 18:40:00",43,1.881,169.8915,10.54018,12.0586,87.0926,2.2181,177.3,2.266532,0.01922014,0.01153208,0,9.987804,1.225374,1.406978
"2019-08-30 18:50:00",44,1.543,168.315,10.6566,12.1433,86.92381,2.218,178.7,2.266766,0.004291007,0.002574604,0,10.042,1.229847,1.414856
"2019-08-30 19:00:00",45,2.259,171.0051,7.869833,11.8723,87.25175,2.2191,178.9,2.266813,0.004022819,0.002413691,0,9.831514,1.212614,1.389787
"2019-08-30 19:10:00",46,1.721,174.1681,9.558307,11.8039,87.82737,2.2187,179.2,2.266132,0.004291007,0.002574604,0,9.862274,1.215114,1.383526
"2019-08-30 19:20:00",47,1.319,167.1519,20.81099,11.7416,88.44308,2.2194,178.2,2.266599,0.003307651,0.001984591,0,9.905166,1.218628,1.377867
"2019-08-30 19:30:00",48,1.82,162.3521,16.93001,11.7464,87.33891,2.2187,179.7,2.265904,0.005006175,0.003003705,0,9.722513,1.203783,1.378289
"2019-08-30 19:40:00",49,1.981,177.8965,6.681429,11.6648,87.50462,2.2195,178.7,2.266396,0.007777451,0.00466647,0,9.670432,1.199585,1.370882
"2019-08-30 19:50:00",50,2.2,173.2048,9.004115,11.4917,87.75559,2.2201,180.4,2.26632,0.003218255,0.001930953,0,9.542548,1.189322,1.355266
"2019-08-30 20:00:00",51,1.96,166.8852,11.73632,11.4172,88.31087,2.22,179.1,2.265921,0.00509557,0.003057342,0,9.563008,1.190964,1.348604
"2019-08-30 20:10:00",52,1.992,180.0908,7.271349,11.3465,88.18006,2.2209,176.9,2.266558,0.004291007,0.002574605,0,9.47141,1.183653,1.342313
"2019-08-30 20:20:00",53,1.709,167.499,15.28758,11.2475,89.06632,2.222,178.8,2.267286,0.008582015,0.005149209,0,9.522162,1.187698,1.333498
"2019-08-30 20:30:00",54,1.938,162.3424,13.26767,11.2726,88.7901,2.2208,181.2,2.266161,0.005721343,0.003432806,0,9.500876,1.185999,1.335734
"2019-08-30 20:40:00",55,2.296,176.4761,9.480146,11.126,89.30012,2.2213,175.2,2.266088,0.006078926,0.003647356,0,9.441198,1.18125,1.322787
"2019-08-30 20:50:00",56,1.943,172.9026,4.503705,10.9244,89.92009,2.2221,180.7,2.2661,0.004737987,0.002842792,0,9.344976,1.173631,1.305193
"2019-08-30 21:00:00",57,2.048,183.6859,7.439229,10.7856,90.45514,2.2231,176.7,2.266566,0.007688054,0.004612833,0,9.295759,1.16975,1.293182
"2019-08-30 21:10:00",58,1.95,177.9998,8.448779,10.6789,90.83829,2.2231,176.8,2.26614,0.007866846,0.004720108,0,9.253024,1.166388,1.284026
"2019-08-30 21:20:00",59,1.782,172.2415,11.93417,10.6079,91.14005,2.2235,180.7,2.266264,0.005274363,0.003164618,0,9.231975,1.164735,1.277962
"2019-08-30 21:30:00",60,2.003,167.77,11.2971,10.693,90.49858,2.2234,178.8,2.266502,0.002503088,0.001501853,0,9.211142,1.163124,1.28524
"2019-08-30 21:40:00",61,2.16,172.9988,7.082339,10.4849,90.95097,2.2242,177.1,2.266486,0.001877316,0.001126389,0,9.07937,1.152824,1.267522
"2019-08-30 21:50:00",62,2.301,176.6974,8.870246,10.4777,90.84406,2.2242,181.5,2.266457,0.00509557,0.003057342,0,9.054773,1.150914,1.266912
"2019-08-30 22:00:00",63,1.966,160.7959,14.51981,10.6319,91.15627,2.2224,178.2,2.265239,0.004737987,0.002842792,0,9.258317,1.166824,1.280026
"2019-08-30 22:10:00",64,1.733,171.613,9.936303,10.7353,91.06736,2.2233,179.2,2.266569,0.002592483,0.00155549,0,9.346464,1.173759,1.288891
"2019-08-30 22:20:00",65,1.897,173.7248,14.22003,10.7521,90.71024,2.2232,180.8,2.266534,0.004827383,0.00289643,0,9.30432,1.170436,1.290302
"2019-08-30 22:30:00",66,2.07,173.5986,9.60016,10.5346,90.93282,2.2235,177.7,2.265971,0.004112215,0.002467329,0,9.125684,1.156424,1.271734
"2019-08-30 22:40:00",67,1.972,171.6094,8.42583,10.4995,91.35494,2.2244,179.3,2.266748,0.007330471,0.004398283,0,9.159226,1.159094,1.268781
"2019-08-30 22:50:00",68,2.01,161.702,12.30611,10.5122,91.09888,2.2237,181.7,2.266085,0.009028994,0.005417397,0,9.130464,1.15685,1.269884
"2019-08-30 23:00:00",69,1.804,162.4937,15.58489,10.9398,90.47624,2.2217,180.6,2.265753,0.002681879,0.001609128,0,9.451953,1.182128,1.306562
"2019-08-30 23:10:00",70,1.715,180.7293,9.044201,10.6897,90.73735,2.2248,179.6,2.267915,0.004559195,0.002735517,0,9.247629,1.166011,1.28504
"2019-08-30 23:20:00",71,2.419,170.8773,11.40593,10.4471,91.45592,2.2238,178.8,2.265928,0.005453154,0.003271893,0,9.124102,1.156301,1.264326
"2019-08-30 23:30:00",72,2.333,167.9967,10.28848,10.7488,90.19578,2.2222,178.9,2.265501,0.003218255,0.001930953,0,9.217482,1.163624,1.290109
"2019-08-30 23:40:00",73,2.212,175.4015,7.721831,10.9388,89.32811,2.2229,179.5,2.266973,0.005363759,0.003218255,0,9.261144,1.167046,1.306471
"2019-08-30 23:50:00",74,1.892,174.808,8.060087,10.4606,90.83319,2.2239,177.4,2.266083,0.004201611,0.002520967,0,9.036317,1.149474,1.265478
"2019-08-31 00:00:00",75,1.771,173.8034,14.08826,10.3808,91.36134,2.2253,177.9,2.267191,0.004648591,0.002789155,0,9.043036,1.150011,1.25875
"2019-08-31 00:10:00",76,1.91,169.433,8.657304,10.2219,91.59537,2.2245,180.9,2.265741,0.004112215,0.002467329,0,8.923698,1.140776,1.245452
"2019-08-31 00:20:00",77,2.076,173.0538,12.15234,10.0991,91.63887,2.2259,178.5,2.266675,0.003933423,0.002360054,0,8.809051,1.13198,1.235261
"2019-08-31 00:30:00",78,1.796,171.9599,12.43003,10.1114,91.65129,2.2259,179.3,2.266724,0.004201611,0.002520967,0,8.823264,1.133063,1.236276
"2019-08-31 00:40:00",79,1.859,167.5833,15.30902,9.962999,91.96321,2.2265,178,2.266742,0.006615303,0.003969182,0,8.726348,1.125668,1.224041
"2019-08-31 00:50:00",80,2.314,169.3449,12.39917,9.987,91.67946,2.2259,179.9,2.266226,0.007598659,0.004559195,0,8.705104,1.124094,1.226114
"2019-08-31 01:00:00",81,2.105,174.6212,9.032941,10.2045,90.33178,2.2258,178.6,2.266995,0.002681879,0.001609128,0,8.701134,1.123743,1.244017
"2019-08-31 01:10:00",82,1.951,164.4417,10.99431,10.216,90.55284,2.2243,178.4,2.265513,0.004291007,0.002574604,0,8.748422,1.127346,1.244959
"2019-08-31 01:20:00",83,1.871,168.9968,16.47797,10.0408,90.70784,2.2267,177.4,2.267256,0.005542551,0.003325531,0,8.600074,1.116122,1.230458
"2019-08-31 01:30:00",84,1.981,167.4659,12.39712,10.2039,90.13188,2.2253,176.1,2.266484,0.003844027,0.002306416,0,8.667812,1.121214,1.243971
"2019-08-31 01:40:00",85,2.545,173.4429,9.949962,10.0022,90.20184,2.2263,178.9,2.266695,0.004737987,0.002842793,0,8.479887,1.107039,1.227291
"2019-08-31 01:50:00",86,2.473,175.306,6.927057,10.0245,90.43106,2.2261,177.7,2.26658,0.008760805,0.005256484,0,8.539094,1.111496,1.229109
"2019-08-31 02:00:00",87,2.293,174.3896,10.62726,10.1221,89.66462,2.2255,177.1,2.26636,0.003039463,0.001823678,0,8.509799,1.109286,1.23715
"2019-08-31 02:10:00",88,1.964,163.4323,10.51595,10.3045,88.45143,2.2244,180.6,2.265969,0.003486443,0.002091866,0,8.48932,1.107749,1.252381
"2019-08-31 02:20:00",89,2.135,172.9942,7.546599,10.3892,87.72565,2.2247,178.2,2.266613,0.003039463,0.001823678,0,8.450886,1.104866,1.259456
"2019-08-31 02:30:00",90,2.125,164.9881,12.32204,10.321,87.74416,2.2252,178.7,2.26685,0.006704698,0.004022819,0,8.386675,1.100067,1.253721
"2019-08-31 02:40:00",91,2.219,169.9122,10.28704,10.2744,87.55643,2.2247,178.4,2.266154,0.007598658,0.004559196,0,8.309539,1.094329,1.249856
"2019-08-31 02:50:00",92,2.205,163.0253,12.22821,10.1754,87.7309,2.2251,179.1,2.266165,0.004737987,0.002842792,0,8.241279,1.089274,1.241609
"2019-08-31 03:00:00",93,2.034,162.6797,15.11588,10.176,87.32761,2.2257,181.4,2.266779,0.003754631,0.002252779,0,8.173785,1.084292,1.241637
"2019-08-31 03:10:00",94,2.029,156.4933,14.03163,10.1382,87.31526,2.2251,179.4,2.266017,0.003844027,0.002306416,0,8.134508,1.081397,1.238497
"2019-08-31 03:20:00",95,2.045,165.4251,13.13074,9.993299,87.71999,2.2265,179.4,2.266863,0.002950067,0.001770041,0,8.059866,1.075951,1.226575
"2019-08-31 03:30:00",96,2.135,174.1083,8.045123,9.920799,87.60405,2.2268,178.6,2.266878,0.003397048,0.002038228,0,7.968862,1.069289,1.220593
"2019-08-31 03:40:00",97,2.42,170.0158,9.277934,9.9966,86.86132,2.2254,179.9,2.265756,0.002056107,0.001233665,0,7.918292,1.065614,1.226799
"2019-08-31 03:50:00",98,2.575,173.9199,12.51488,9.9112,87.21497,2.2258,176.8,2.265822,0.005631947,0.003379168,0,7.894047,1.063856,1.219809
"2019-08-31 04:00:00",99,1.993,160.8799,9.714115,9.9297,86.96085,2.2261,178.5,2.266201,0.007509262,0.004505557,0,7.869274,1.062064,1.221313
"2019-08-31 04:10:00",100,2.09,163.5956,18.88991,10.0156,86.22218,2.2252,177.5,2.265628,0.03924484,0.0235469,0,7.828535,1.059126,1.228369
"2019-08-31 04:20:00",101,2.354,177.6978,6.603418,9.8916,86.0169,2.2269,178.4,2.266863,0.2730153,0.1638092,0,7.671855,1.047876,1.218221
"2019-08-31 04:30:00",102,2.577,170.5535,8.911615,9.909601,85.96304,2.2262,181.8,2.266222,1.154102,0.6924613,0,7.680156,1.048465,1.21967
"2019-08-31 04:40:00",103,2.296,160.8888,15.84657,9.947801,85.68678,2.2259,180.2,2.26607,3.010141,1.806085,0,7.670915,1.047808,1.222835
"2019-08-31 04:50:00",104,2.399,171.0081,13.55358,9.953,84.99293,2.2264,176.8,2.266599,5.556765,3.334059,0,7.556736,1.039683,1.223258
"2019-08-31 05:00:00",105,2.304,164.3963,13.84799,9.8923,84.80306,2.2255,178.1,2.26544,8.089979,4.853987,0,7.464339,1.033134,1.218274
"2019-08-31 05:10:00",106,2.373,159.7076,12.29066,10.0921,83.89157,2.2255,177.4,2.26624,10.39443,6.236657,0,7.501776,1.035789,1.234676
"2019-08-31 05:20:00",107,2.45,169.8065,6.687478,9.8744,84.92034,2.2271,176.9,2.266998,12.46278,7.47767,0,7.466901,1.033317,1.216807
"2019-08-31 05:30:00",108,2.466,165.682,12.55602,9.9507,84.65576,2.2262,179.8,2.266387,14.32222,8.593331,0,7.496099,1.03538,1.223047
"2019-08-31 05:40:00",109,2.126,162.1179,15.83828,9.932799,84.81763,2.2262,178,2.266315,16.06285,9.637709,0,7.506528,1.036119,1.221584
"2019-08-31 05:50:00",110,1.908,172.5894,14.27225,9.958799,84.63986,2.2265,177.1,2.266725,17.65284,10.59171,0,7.501391,1.035767,1.223734
"2019-08-31 06:00:00",111,2.157,171.3039,9.326978,9.984301,84.23171,2.2265,176.3,2.266827,19.1117,11.46702,0,7.455789,1.032531,1.225822
"2019-08-31 06:10:00",112,2.156,168.0025,7.028894,10.1062,83.64566,2.2255,178.6,2.266296,20.55544,12.33327,0,7.472874,1.033737,1.235852
"2019-08-31 06:20:00",113,2.15,165.8681,9.804419,10.241,82.78282,2.2246,178.8,2.265919,22.02279,13.21367,0,7.453,1.032339,1.247045
"2019-08-31 06:30:00",114,2.002,165.0755,11.23545,10.3188,82.5298,2.2252,179.4,2.266841,23.68073,14.20844,0,7.484248,1.034542,1.253538
"2019-08-31 06:40:00",115,1.972,160.2116,11.50635,10.3854,82.51255,2.2239,179.7,2.265783,25.59443,15.35666,0,7.546313,1.03894,1.25913
"2019-08-31 06:50:00",116,2.179,167.9734,11.16978,10.4045,82.37373,2.2239,180.1,2.265859,27.48962,16.49377,0,7.540654,1.038535,1.260761
"2019-08-31 07:00:00",117,2.316,170.4146,9.490466,10.4293,81.96703,2.2244,178.5,2.266468,29.39367,17.6362,0,7.492625,1.035138,1.262872
"2019-08-31 07:10:00",118,2.412,172.7301,9.70298,10.4275,81.96774,2.2241,180.6,2.266155,31.77035,19.06221,0,7.490643,1.034992,1.262683
"2019-08-31 07:20:00",119,2.727,177.898,3.725859,10.4003,82.13333,2.2248,178.7,2.266759,34.3977,20.63862,0,7.493469,1.035194,1.260382
"2019-08-31 07:30:00",120,2.669,169.3905,11.98017,10.6455,80.964,2.2227,180,2.265599,37.79501,22.67701,0,7.523103,1.037293,1.281178
"2019-08-31 07:40:00",121,2.347,168.1074,9.705116,11.118,78.28645,2.2212,179.5,2.265953,42.88656,25.73194,0,7.492752,1.035158,1.32227
"2019-08-31 07:50:00",122,1.499,145.0377,10.53824,11.5701,78.48421,2.2215,178.2,2.268061,190.1725,114.1035,0,7.965568,1.069198,1.36231
"2019-08-31 08:00:00",123,1.222,138.9008,7.902879,12.4269,75.72921,2.2183,178,2.268198,542.2234,325.334,0,8.27699,1.092119,1.442138
"2019-08-31 08:10:00",124,1.452,121.713,9.265491,13.2677,70.86199,2.2177,181,2.270921,570.5756,342.3453,0,8.104577,1.079322,1.523133
"2019-08-31 08:20:00",125,1.302,125.5642,10.33917,13.8849,68.95905,2.2158,179,2.271419,596.0382,357.623,0,8.296699,1.093528,1.585764
"2019-08-31 08:30:00",126,0.906,87.37609,28.26507,14.8336,64.69695,2.21,180.2,2.269213,620.4411,372.2647,0,8.256826,1.091088,1.68646
"2019-08-31 08:40:00",127,0.942,71.48382,9.009453,15.9198,58.27654,2.2068,180.3,2.270198,643.9438,386.3663,0,7.749966,1.053612,1.807953
"2019-08-31 08:50:00",128,0.721,91.17939,21.32043,16.6558,57.33401,2.2041,179.4,2.270305,666.2784,399.7671,0,8.171272,1.086347,1.894768
"2019-08-31 09:00:00",129,1.205,357.7451,33.46278,17.5427,51.32731,2.2024,182.3,2.272022,687.5695,412.5417,0,7.386233,1.028748,2.00429
"2019-08-31 09:10:00",130,1.33,351.2061,7.951566,17.6451,49.38318,2.2026,179.8,2.272629,706.5502,423.9301,0,6.929467,0.9961573,2.0172
"2019-08-31 09:20:00",131,1.457,357.8435,19.68572,17.8622,48.95854,2.1994,181.1,2.270175,723.5067,434.1041,0,6.995623,1.001204,2.045004
"2019-08-31 09:30:00",132,1.943,354.2871,11.65088,17.7577,49.97548,2.1974,179.1,2.267703,742.7966,445.678,0,7.204894,1.015304,2.031604
"2019-08-31 09:40:00",133,1.827,352.4766,6.638271,17.558,50.89567,2.1978,179.7,2.267337,760.3978,456.2387,0,7.284087,1.021041,2.006146
"2019-08-31 09:50:00",134,1.852,1.82044,16.23752,17.7766,50.26049,2.197,178.9,2.267364,777.4492,466.4695,0,7.307856,1.022309,2.034022
"2019-08-31 10:00:00",135,2.136,344.1342,14.25978,17.8804,51.70619,2.1955,181.5,2.26622,786.1415,471.6848,0,7.819459,1.058598,2.047333
"2019-08-31 10:10:00",136,2.02,352.8357,12.39011,18.066,53.55693,2.1957,177.9,2.267148,812.2507,487.3504,0,8.494557,1.10941,2.07146
"2019-08-31 10:20:00",137,1.921,353.7478,18.58499,18.2165,54.11708,2.1937,180.3,2.265669,822.5834,493.55,0,8.796949,1.13163,2.091076
"2019-08-31 10:30:00",138,1.756,352.3125,19.94429,18.4427,53.0297,2.1931,179.5,2.265928,832.764,499.6583,0,8.705264,1.124763,2.121007
"2019-08-31 10:40:00",139,2.086,347.8501,10.2543,18.7749,53.79558,2.1914,179.2,2.265461,846.6919,508.0151,0,9.225662,1.16498,2.165568
"2019-08-31 10:50:00",140,2.253,356.0862,17.91789,18.9318,47.92335,2.1897,177.7,2.264312,855.1307,513.0785,0,7.660085,1.048049,2.186927
"2019-08-31 11:00:00",141,1.308,359.1827,21.52285,19.613,44.79321,2.1898,180.6,2.267054,863.5089,518.1053,0,7.278253,1.022105,2.281831
"2019-08-31 11:10:00",142,0.73,101.0382,83.35345,20.2103,37.27937,2.1908,180.4,2.270403,871.9291,523.1574,0,5.174439,0.8827572,2.367951
"2019-08-31 11:20:00",143,1.252,175.0891,36.27062,20.0436,37.84166,2.1905,176.1,2.269447,867.9604,520.7763,0,5.236331,0.8868284,2.343524
"2019-08-31 11:30:00",144,1.383,175.8032,69.93553,20.0373,38.29177,2.1903,180,2.269215,720.3641,432.2185,0,5.393698,0.8970151,2.342579
"2019-08-31 11:40:00",145,1.008,169.5418,45.17636,20.143,38.20567,2.1886,179.4,2.267863,871.9201,523.1521,0,5.460482,0.9008868,2.357993
"2019-08-31 11:50:00",146,1.104,179.9404,93.43513,20.5871,38.14852,2.1885,179.9,2.269475,864.8118,518.887,0,5.828411,0.924531,2.423504
"2019-08-31 12:00:00",147,3.002,24.25712,22.22508,20.2594,41.08498,2.1898,179.7,2.269557,878.1797,526.9078,0,6.586504,0.9758397,2.375174
"2019-08-31 12:10:00",148,1.339,38.52564,43.35231,20.139,40.03211,2.1883,180,2.267535,859.4191,515.6514,0,6.130138,0.9437135,2.357392
"2019-08-31 12:20:00",149,1.83,37.61005,26.50091,20.3246,41.85712,2.189,181.5,2.268979,849.7666,509.86,0,6.94097,0.9981009,2.384543
"2019-08-31 12:30:00",150,1.478,43.97001,58.66271,20.4852,40.29156,2.1873,179.3,2.267837,836.5654,501.9392,0,6.537426,0.9703762,2.408386
"2019-08-31 12:40:00",151,1.735,23.43488,44.78004,20.2794,40.98965,2.1874,177.8,2.267145,825.5714,495.3429,0,6.608006,0.9747076,2.377936
"2019-08-31 12:50:00",152,1.584,17.46958,39.92596,20.5645,40.19165,2.1881,179.4,2.268973,810.7573,486.4544,0,6.571542,0.9727005,2.420156
"2019-08-31 13:00:00",153,2.618,1.965914,42.46091,20.49,43.14225,2.1869,179.9,2.267441,802.6105,481.5663,0,7.543207,1.039307,2.409024
"2019-08-31 13:10:00",154,2.517,15.04722,34.55453,20.136,43.86485,2.1901,181,2.269389,785.2274,471.1364,0,7.46918,1.033891,2.356992
"2019-08-31 13:20:00",155,1.596,359.8727,66.87322,20.4762,42.91738,2.1877,183.3,2.268217,768.0837,460.8502,0,7.452168,1.033032,2.407026
"2019-08-31 13:30:00",156,2.099,55.60229,61.2866,20.2692,44.13532,2.189,180,2.268764,751.8419,451.1052,0,7.684339,1.048891,2.376535
"2019-08-31 13:40:00",157,2.248,41.72541,41.23585,20.2968,43.86903,2.189,180,2.268871,735.3057,441.1834,0,7.61579,1.044297,2.380488
"2019-08-31 13:50:00",158,2.279,62.07055,42.75476,20.5592,44.04508,2.1897,179.4,2.270611,718.6168,431.1701,0,7.912001,1.065593,2.419324
"2019-08-31 14:00:00",159,1.944,68.75437,62.19397,20.0393,43.82513,2.188,181,2.26684,700.116,420.0696,0,7.365405,1.026777,2.342895
"2019-08-31 14:10:00",160,2.867,39.60655,30.89649,20.1286,41.11232,2.1882,181.2,2.267392,688.3909,413.0345,0,6.51821,0.968565,2.3559
"2019-08-31 14:20:00",161,3.348,27.61658,32.82336,19.9899,41.23432,2.1899,180.2,2.268617,603.0712,361.8428,0,6.438189,0.9631001,2.335676
"2019-08-31 14:30:00",162,2.594,51.52704,21.01038,19.5787,41.92315,2.1932,178.9,2.270442,181.7514,109.0508,0,6.308642,0.9545532,2.276912
"2019-08-31 14:40:00",163,2.643,53.39693,52.06334,19.3478,45.81069,2.192,183.5,2.268304,181.334,108.8004,0,7.389871,1.028158,2.244362
"2019-08-31 14:50:00",164,2.974,38.24165,16.86902,19.2404,46.78887,2.192,179.5,2.267887,177.4748,106.4849,0,7.602908,1.043123,2.229425
"2019-08-31 15:00:00",165,3.366,25.07442,11.80495,19.0282,49.0231,2.1927,179.1,2.267788,186.357,111.8142,0,8.095545,1.078569,2.200124
"2019-08-31 15:10:00",166,2.727,30.466,31.46219,18.9508,49.75444,2.1935,181,2.268315,223.1703,133.9022,0,8.24178,1.089392,2.189537
"2019-08-31 15:20:00",167,0.9150001,318.6786,46.43958,18.7512,50.62277,2.194,180.7,2.268057,181.4992,108.8995,0,8.310083,1.094634,2.162336
